Ensembl_ID	Gene_symbol
ENSG00000144802	NFKBIZ
ENSG00000172548	NIPAL4
ENSG00000167984	NLRC3
ENSG00000091106	NLRC4
ENSG00000140853	NLRC5
ENSG00000142405	NLRP12
ENSG00000162711	NLRP3
ENSG00000174885	NLRP6
ENSG00000167207	NOD2
ENSG00000164867	NOS3
ENSG00000264343	NOTCH2NLA
ENSG00000286019	NOTCH2NLB
ENSG00000286219	NOTCH2NLC
ENSG00000141458	NPC1
ENSG00000119655	NPC2
ENSG00000135838	NPL
ENSG00000249353	NPM1P27
ENSG00000126368	NR1D1
ENSG00000123358	NR4A1
ENSG00000153234	NR4A2
ENSG00000119508	NR4A3
ENSG00000091129	NRCAM
ENSG00000144130	NT5DC4
ENSG00000135318	NT5E
ENSG00000198400	NTRK1
ENSG00000101188	NTSR1
ENSG00000189233	NUGGC
ENSG00000089127	OAS1
ENSG00000111335	OAS2
ENSG00000111331	OAS3
ENSG00000135114	OASL
ENSG00000177989	ODF3B
ENSG00000060491	OGFR
ENSG00000119900	OGFRL1
ENSG00000173391	OLR1
ENSG00000205922	ONECUT3
ENSG00000123240	OPTN
ENSG00000141447	OSBPL1A
ENSG00000070882	OSBPL3
ENSG00000237624	OXCT2P1
ENSG00000108405	P2RX1
ENSG00000083454	P2RX5
ENSG00000089041	P2RX7
ENSG00000169860	P2RY1
ENSG00000181631	P2RY13
ENSG00000165912	PACSIN3
ENSG00000142623	PADI1
ENSG00000142619	PADI3
ENSG00000122133	PAEP
ENSG00000145730	PAM
ENSG00000178685	PARP10
ENSG00000059378	PARP12
ENSG00000173193	PARP14
ENSG00000173200	PARP15
ENSG00000151883	PARP8
ENSG00000138496	PARP9
ENSG00000188677	PARVB
ENSG00000138964	PARVG
ENSG00000229474	PATL2
ENSG00000163710	PCOLCE2
ENSG00000099139	PCSK5
ENSG00000184588	PDE4B
ENSG00000113448	PDE4D
ENSG00000170525	PFKFB3
ENSG00000114268	PFKFB4
ENSG00000067057	PFKP
ENSG00000165434	PGM2L1
ENSG00000112137	PHACTR1
ENSG00000139289	PHLDA1
ENSG00000155252	PI4K2A
ENSG00000183506	PI4KAP2
ENSG00000155629	PIK3AP1
ENSG00000171608	PIK3CD
ENSG00000105851	PIK3CG
ENSG00000141506	PIK3R5
ENSG00000276231	PIK3R6
ENSG00000137193	PIM1
ENSG00000154217	PITPNC1
ENSG00000067225	PKM
ENSG00000116711	PLA2G4A
ENSG00000146070	PLA2G7
ENSG00000176485	PLAAT3
ENSG00000133321	PLAAT4
ENSG00000122861	PLAU
ENSG00000011422	PLAUR
ENSG00000137841	PLCB2
ENSG00000197943	PLCG2
ENSG00000149527	PLCH2
ENSG00000154822	PLCL2
ENSG00000178209	PLEC
ENSG00000115956	PLEK
ENSG00000187583	PLEKHN1
ENSG00000147872	PLIN2
ENSG00000145632	PLK2
ENSG00000173846	PLK3
ENSG00000187838	PLSCR3
ENSG00000100979	PLTP
ENSG00000136040	PLXNC1
ENSG00000004399	PLXND1
ENSG00000141682	PMAIP1
ENSG00000140464	PML
ENSG00000240694	PNMA2
ENSG00000100344	PNPLA3
ENSG00000128567	PODXL
ENSG00000028277	POU2F2
ENSG00000163736	PPBP
ENSG00000143847	PPFIA4
ENSG00000251495	PPIAP11
ENSG00000118898	PPL
ENSG00000163644	PPM1K
ENSG00000164088	PPM1M
ENSG00000104881	PPP1R13L
ENSG00000087074	PPP1R15A
ENSG00000101445	PPP1R16B
ENSG00000146112	PPP1R18
ENSG00000120910	PPP3CC
ENSG00000124224	PPP4R1L
ENSG00000133246	PRAM1
ENSG00000057657	PRDM1
ENSG00000142611	PRDM16
ENSG00000152784	PRDM8
ENSG00000124126	PREX1
ENSG00000180644	PRF1
ENSG00000166501	PRKCB
ENSG00000126583	PRKCG
ENSG00000027075	PRKCH
ENSG00000171867	PRNP
ENSG00000163421	PROK2
ENSG00000005001	PRSS22
ENSG00000156011	PSD3
ENSG00000204261	PSMB8-AS1
ENSG00000240065	PSMB9
ENSG00000140368	PSTPIP1
ENSG00000152229	PSTPIP2
ENSG00000169403	PTAFR
ENSG00000168229	PTGDR
ENSG00000125384	PTGER2
ENSG00000234518	PTGES3P1
ENSG00000073756	PTGS2
ENSG00000087494	PTHLH
ENSG00000120899	PTK2B
ENSG00000163629	PTPN13
ENSG00000152104	PTPN14
ENSG00000134242	PTPN22
ENSG00000143851	PTPN7
ENSG00000081237	PTPRC
ENSG00000060656	PTPRU
ENSG00000183255	PTTG1IP
ENSG00000100504	PYGL
ENSG00000163564	PYHIN1
ENSG00000041353	RAB27B
ENSG00000171570	RAB4B-EGLN2
ENSG00000166128	RAB8B
ENSG00000128340	RAC2
ENSG00000155918	RAET1L
ENSG00000233297	RASA4DP
ENSG00000105122	RASAL3
ENSG00000198915	RASGEF1A
ENSG00000113319	RASGRF2
ENSG00000172575	RASGRP1
ENSG00000152689	RASGRP3
ENSG00000107551	RASSF4
ENSG00000266094	RASSF5
ENSG00000159200	RCAN1
ENSG00000198771	RCSD1
ENSG00000100918	REC8
ENSG00000054967	RELT
ENSG00000196460	RFX8
ENSG00000185304	RGPD2
ENSG00000090104	RGS1
ENSG00000148908	RGS10
ENSG00000169220	RGS14
ENSG00000143333	RGS16
ENSG00000129667	RHBDF2
ENSG00000143878	RHOB
ENSG00000173156	RHOD
ENSG00000139725	RHOF
ENSG00000111913	RIPOR2
ENSG00000129538	RNASE1
ENSG00000133874	RNF122
ENSG00000137393	RNF144B
ENSG00000158286	RNF207
ENSG00000154134	ROBO3
ENSG00000104237	RP1
ENSG00000184319	RPL23AP82
ENSG00000025039	RRAGD
ENSG00000134321	RSAD2
ENSG00000136514	RTP4
ENSG00000159216	RUNX1
ENSG00000020633	RUNX3
ENSG00000189171	S100A13
ENSG00000188643	S100A16
ENSG00000196754	S100A2
ENSG00000196154	S100A4
ENSG00000143546	S100A8
ENSG00000163220	S100A9
ENSG00000173432	SAA1
ENSG00000134339	SAA2
ENSG00000151835	SACS
ENSG00000164483	SAMD3
ENSG00000205413	SAMD9
ENSG00000177409	SAMD9L
ENSG00000101347	SAMHD1
ENSG00000155307	SAMSN1
ENSG00000064932	SBNO2
ENSG00000136155	SCEL
ENSG00000166922	SCG5
ENSG00000161929	SCIMP
ENSG00000284194	SCO2
ENSG00000121064	SCPEP1
ENSG00000136193	SCRN1
ENSG00000162512	SDC3
ENSG00000170786	SDR16C5
ENSG00000135094	SDS
ENSG00000100003	SEC14L2
ENSG00000075826	SEC31B
ENSG00000141574	SECTM1
ENSG00000007908	SELE
ENSG00000188404	SELL
ENSG00000110876	SELPLG
ENSG00000075213	SEMA3A
ENSG00000138623	SEMA7A
ENSG00000180096	SEPTIN1
ENSG00000197249	SERPINA1
ENSG00000206075	SERPINB5
ENSG00000124570	SERPINB6
ENSG00000166401	SERPINB8
ENSG00000170542	SERPINB9
ENSG00000149257	SERPINH1
ENSG00000198879	SFMBT2
ENSG00000196260	SFTA2
ENSG00000118515	SGK1
ENSG00000111252	SH2B3
ENSG00000125089	SH3TC1
ENSG00000168779	SHOX2
ENSG00000088827	SIGLEC1
ENSG00000142512	SIGLEC10
ENSG00000254521	SIGLEC12
ENSG00000254415	SIGLEC14
ENSG00000129450	SIGLEC9
ENSG00000142178	SIK1
ENSG00000275993	SIK1B
ENSG00000213445	SIPA1
ENSG00000198053	SIRPA
ENSG00000101307	SIRPB1
ENSG00000196209	SIRPB2
ENSG00000089012	SIRPG
ENSG00000141293	SKAP1
ENSG00000157933	SKI
ENSG00000155926	SLA
ENSG00000101082	SLA2
ENSG00000117090	SLAMF1
ENSG00000162739	SLAMF6
ENSG00000026751	SLAMF7
ENSG00000158714	SLAMF8
ENSG00000018280	SLC11A1
ENSG00000110446	SLC15A3
ENSG00000112394	SLC16A10
ENSG00000141526	SLC16A3
ENSG00000108932	SLC16A6
ENSG00000079215	SLC1A3
ENSG00000117394	SLC2A1
ENSG00000059804	SLC2A3
ENSG00000134955	SLC37A2
ENSG00000133065	SLC41A1
ENSG00000134802	SLC43A3
ENSG00000088836	SLC4A11
ENSG00000114923	SLC4A3
ENSG00000155465	SLC7A7
ENSG00000134538	SLCO1B1
ENSG00000111700	SLCO1B3
ENSG00000172716	SLFN11
ENSG00000205045	SLFN12L
ENSG00000154760	SLFN13
ENSG00000166750	SLFN5
ENSG00000084070	SMAP2
ENSG00000224397	SMIM25
ENSG00000256235	SMIM3
ENSG00000086300	SNX10
ENSG00000120833	SOCS2
ENSG00000184557	SOCS3
ENSG00000112096	SOD2
ENSG00000135899	SP110
ENSG00000079263	SP140
ENSG00000185404	SP140L
ENSG00000176170	SPHK1
ENSG00000066336	SPI1
ENSG00000134278	SPIRE1
ENSG00000197471	SPN
ENSG00000134668	SPOCD1
ENSG00000107742	SPOCK2
ENSG00000118785	SPP1
ENSG00000137877	SPTBN5
ENSG00000196369	SRGAP2B
ENSG00000171943	SRGAP2C
ENSG00000122862	SRGN
ENSG00000008513	ST3GAL1
ENSG00000064225	ST3GAL6
ENSG00000070731	ST6GALNAC2
ENSG00000160408	ST6GALNAC6
ENSG00000113532	ST8SIA4
ENSG00000144681	STAC
ENSG00000035720	STAP1
ENSG00000115415	STAT1
ENSG00000170581	STAT2
ENSG00000138378	STAT4
ENSG00000159167	STC1
ENSG00000164647	STEAP1
ENSG00000157214	STEAP2
ENSG00000184584	STING1
ENSG00000164543	STK17A
ENSG00000165752	STK32C
ENSG00000128578	STRIP2
ENSG00000135604	STX11
ENSG00000099994	SUSD2
ENSG00000176438	SYNE3
ENSG00000142765	SYTL1
ENSG00000164674	SYTL3
ENSG00000184292	TACSTD2
ENSG00000197780	TAF13
ENSG00000164691	TAGAP
ENSG00000168394	TAP1
ENSG00000204267	TAP2
ENSG00000065882	TBC1D1
ENSG00000175463	TBC1D10C
ENSG00000095383	TBC1D2
ENSG00000274512	TBC1D3L
ENSG00000204634	TBC1D8
ENSG00000059377	TBXAS1
ENSG00000170379	TCAF2
ENSG00000159860	TCAF2P1
ENSG00000176907	TCIM
ENSG00000110719	TCIRG1
ENSG00000134827	TCN1
ENSG00000185339	TCN2
ENSG00000151790	TDO2
ENSG00000112773	TENT5A
ENSG00000183508	TENT5C
ENSG00000135426	TESPA1
ENSG00000137203	TFAP2A
ENSG00000105967	TFEC
ENSG00000160181	TFF2
ENSG00000003436	TFPI
ENSG00000105329	TGFB1
ENSG00000198959	TGM2
ENSG00000130775	THEMIS2
ENSG00000156299	TIAM1
ENSG00000146426	TIAM2
ENSG00000166548	TK2
ENSG00000174125	TLR1
ENSG00000137462	TLR2
ENSG00000174130	TLR6
ENSG00000169908	TM4SF1
ENSG00000136404	TM6SF1
ENSG00000167895	TMC8
ENSG00000057704	TMCC3
ENSG00000121210	TMEM131L
ENSG00000006118	TMEM132A
ENSG00000170006	TMEM154
ENSG00000121895	TMEM156
ENSG00000152128	TMEM163
ENSG00000164484	TMEM200A
ENSG00000180694	TMEM64
ENSG00000165071	TMEM71
ENSG00000230043	TMSB4XP6
ENSG00000185215	TNFAIP2
ENSG00000118503	TNFAIP3
ENSG00000145779	TNFAIP8
ENSG00000120889	TNFRSF10B
ENSG00000173535	TNFRSF10C
ENSG00000173530	TNFRSF10D
ENSG00000127863	TNFRSF19
ENSG00000248871	TNFSF12-TNFSF13
ENSG00000102524	TNFSF13B
ENSG00000154310	TNIK
ENSG00000050730	TNIP3
ENSG00000130598	TNNI2
ENSG00000105048	TNNT1
ENSG00000180438	TPRXL
ENSG00000095917	TPSD1
ENSG00000277734	TRAC
ENSG00000056558	TRAF1
ENSG00000009790	TRAF3IP3
ENSG00000211772	TRBC2
ENSG00000124731	TREM1
ENSG00000095970	TREM2
ENSG00000124496	TRERF1
ENSG00000211689	TRGC1
ENSG00000227191	TRGC2
ENSG00000132274	TRIM22
ENSG00000137699	TRIM29
ENSG00000258588	TRIM6-TRIM34
ENSG00000146054	TRIM7
ENSG00000142185	TRPM2
ENSG00000111199	TRPV4
ENSG00000165125	TRPV6
ENSG00000133985	TTC9
ENSG00000155657	TTN
ENSG00000141540	TTYH2
ENSG00000196230	TUBB
ENSG00000137267	TUBB2A
ENSG00000258947	TUBB3
ENSG00000128791	TWSG1
ENSG00000265972	TXNIP
ENSG00000025708	TYMP
ENSG00000011600	TYROBP
ENSG00000137831	UACA
ENSG00000197355	UAP1L1
ENSG00000182179	UBA7
ENSG00000160185	UBASH3A
ENSG00000154127	UBASH3B
ENSG00000213886	UBD
ENSG00000156587	UBE2L6
ENSG00000189136	UBE2Q2P1
ENSG00000214049	UCA1
ENSG00000131015	ULBP2
ENSG00000092929	UNC13D
ENSG00000183696	UPP1
ENSG00000184979	USP18
ENSG00000188933	USP32P1
ENSG00000168899	VAMP5
ENSG00000141968	VAV1
ENSG00000112299	VNN1
ENSG00000112303	VNN2
ENSG00000093134	VNN3
ENSG00000107738	VSIR
ENSG00000270123	VTRNA2-1
ENSG00000140105	WARS1
ENSG00000112290	WASF1
ENSG00000128815	WDFY4
ENSG00000005448	WDR54
ENSG00000095397	WHRN
ENSG00000215861	WI2-1896O14.1
ENSG00000115935	WIPF1
ENSG00000135925	WNT10A
ENSG00000132530	XAF1
ENSG00000168334	XIRP1
ENSG00000115085	ZAP70
ENSG00000124256	ZBP1
ENSG00000149289	ZC3H12C
ENSG00000128016	ZFP36
ENSG00000185650	ZFP36L1
ENSG00000141497	ZMYND15
ENSG00000130844	ZNF331
ENSG00000138311	ZNF365
ENSG00000161642	ZNF385A
ENSG00000243943	ZNF512
ENSG00000157657	ZNF618
ENSG00000124203	ZNF831
ENSG00000132003	ZSWIM4
