Ensembl_ID	Gene_symbol
ENSG00000197168	NEK5
ENSG00000151414	NEK7
ENSG00000067141	NEO1
ENSG00000171208	NETO2
ENSG00000204386	NEU1
ENSG00000050344	NFE2L3
ENSG00000147862	NFIB
ENSG00000120837	NFYB
ENSG00000188811	NHLRC3
ENSG00000155438	NIFK
ENSG00000140157	NIPA2
ENSG00000163293	NIPAL1
ENSG00000104361	NIPAL2
ENSG00000146729	NIPSNAP2
ENSG00000136783	NIPSNAP3A
ENSG00000239672	NME1
ENSG00000011052	NME1-NME2
ENSG00000123609	NMI
ENSG00000109255	NMU
ENSG00000130935	NOL11
ENSG00000225921	NOL7
ENSG00000182117	NOP10
ENSG00000055044	NOP58
ENSG00000163072	NOSTRIN
ENSG00000196796	NPIPB10P
ENSG00000226232	NPIPB14P
ENSG00000181163	NPM1
ENSG00000168743	NPNT
ENSG00000164346	NSA2
ENSG00000260075	NSFP1
ENSG00000179299	NSUN7
ENSG00000122643	NT5C3A
ENSG00000141698	NT5C3B
ENSG00000178425	NT5DC1
ENSG00000070081	NUCB2
ENSG00000120526	NUDCD1
ENSG00000136159	NUDT15
ENSG00000213965	NUDT19
ENSG00000167005	NUDT21
ENSG00000173598	NUDT4
ENSG00000143228	NUF2
ENSG00000083635	NUFIP1
ENSG00000137804	NUSAP1
ENSG00000132661	NXT1
ENSG00000065154	OAT
ENSG00000152193	OBI1
ENSG00000145247	OCIAD2
ENSG00000197822	OCLN
ENSG00000230847	OCLNP1
ENSG00000115758	ODC1
ENSG00000104147	OIP5
ENSG00000138430	OLA1
ENSG00000085840	ORC1
ENSG00000091039	OSBPL8
ENSG00000132823	OSER1
ENSG00000164823	OSGIN2
ENSG00000145569	OTULINL
ENSG00000083720	OXCT1
ENSG00000164830	OXR1
ENSG00000122884	P4HA1
ENSG00000070756	PABPC1
ENSG00000128050	PAICS
ENSG00000172239	PAIP1
ENSG00000120727	PAIP2
ENSG00000111845	PAK1IP1
ENSG00000152520	PAN3
ENSG00000152782	PANK1
ENSG00000090060	PAPOLA
ENSG00000124171	PARD6B
ENSG00000239883	PARGP1
ENSG00000129484	PARP2
ENSG00000102699	PARP4
ENSG00000185480	PARPBP
ENSG00000166889	PATL1
ENSG00000168078	PBK
ENSG00000175198	PCCA
ENSG00000180628	PCGF5
ENSG00000166803	PCLAF
ENSG00000132646	PCNA
ENSG00000114209	PDCD10
ENSG00000071994	PDCD2
ENSG00000150593	PDCD4
ENSG00000105185	PDCD5
ENSG00000167004	PDIA3
ENSG00000152256	PDK1
ENSG00000164951	PDP1
ENSG00000205918	PDPK2P
ENSG00000083642	PDS5B
ENSG00000148459	PDSS1
ENSG00000165650	PDZD8
ENSG00000089220	PEBP1
ENSG00000115425	PECR
ENSG00000112378	PERP
ENSG00000229833	PET100
ENSG00000164751	PEX2
ENSG00000034693	PEX3
ENSG00000112357	PEX7
ENSG00000143256	PFDN2
ENSG00000101132	PFDN4
ENSG00000123836	PFKFB2
ENSG00000197121	PGAP1
ENSG00000254512	PHBP2
ENSG00000136147	PHF11
ENSG00000144362	PHOSPHO2
ENSG00000107537	PHYH
ENSG00000038210	PI4K2B
ENSG00000185808	PIGP
ENSG00000101464	PIGU
ENSG00000277161	PIGW
ENSG00000254093	PINX1
ENSG00000107242	PIP5K1B
ENSG00000057757	PITHD1
ENSG00000180957	PITPNB
ENSG00000125207	PIWIL1
ENSG00000121316	PLBD1
ENSG00000256751	PLBD1-AS1
ENSG00000101333	PLCB4
ENSG00000169499	PLEKHA2
ENSG00000107020	PLGRKT
ENSG00000166851	PLK1
ENSG00000142731	PLK4
ENSG00000152952	PLOD2
ENSG00000120756	PLS1
ENSG00000188313	PLSCR1
ENSG00000146281	PM20D2
ENSG00000140650	PMM2
ENSG00000078319	PMS2P1
ENSG00000123965	PMS2P5
ENSG00000174384	PMS2P6
ENSG00000100941	PNN
ENSG00000189266	PNRC2
ENSG00000139323	POC1B
ENSG00000259075	POC1B-GALNT4
ENSG00000100479	POLE2
ENSG00000051341	POLQ
ENSG00000186184	POLR1D
ENSG00000005075	POLR2J
ENSG00000147669	POLR2K
ENSG00000255529	POLR2M
ENSG00000113356	POLR3G
ENSG00000121851	POLR3GL
ENSG00000132963	POMP
ENSG00000105854	PON2
ENSG00000104356	POP1
ENSG00000180817	PPA1
ENSG00000128059	PPAT
ENSG00000198618	PPIAP22
ENSG00000171497	PPID
ENSG00000171960	PPIH
ENSG00000111110	PPM1H
ENSG00000198729	PPP1R14C
ENSG00000165807	PPP1R36
ENSG00000221914	PPP2R2A
ENSG00000092020	PPP2R3C
ENSG00000154001	PPP2R5E
ENSG00000221823	PPP3R1
ENSG00000119414	PPP6C
ENSG00000198901	PRC1
ENSG00000186314	PRELID2
ENSG00000101166	PRELID3B
ENSG00000085377	PREP
ENSG00000198056	PRIM1
ENSG00000142875	PRKACB
ENSG00000108946	PRKAR1A
ENSG00000185238	PRMT3
ENSG00000184500	PROS1
ENSG00000120685	PROSER1
ENSG00000068489	PRR11
ENSG00000248405	PRR5-ARHGAP8
ENSG00000135378	PRRG4
ENSG00000215148	PRSS41
ENSG00000099256	PRTFDC1
ENSG00000135069	PSAT1
ENSG00000106588	PSMA2
ENSG00000100567	PSMA3
ENSG00000143106	PSMA5
ENSG00000101182	PSMA7
ENSG00000126067	PSMB2
ENSG00000241506	PSMC1P1
ENSG00000131470	PSMC3IP
ENSG00000183527	PSMG1
ENSG00000146733	PSPH
ENSG00000119314	PTBP3
ENSG00000171862	PTEN
ENSG00000110958	PTGES3
ENSG00000106853	PTGR1
ENSG00000140043	PTGR2
ENSG00000112245	PTP4A1
ENSG00000070159	PTPN3
ENSG00000151490	PTPRO
ENSG00000150787	PTS
ENSG00000164611	PTTG1
ENSG00000080608	PUM3
ENSG00000091127	PUS7
ENSG00000249859	PVT1
ENSG00000121350	PYROXD1
ENSG00000084733	RAB10
ENSG00000103769	RAB11A
ENSG00000107560	RAB11FIP2
ENSG00000146955	RAB19
ENSG00000138069	RAB1A
ENSG00000124209	RAB22A
ENSG00000104388	RAB2A
ENSG00000118508	RAB32
ENSG00000101084	RAB5IF
ENSG00000175582	RAB6A
ENSG00000249936	RAC1P2
ENSG00000161800	RACGAP1
ENSG00000111247	RAD51AP1
ENSG00000108384	RAD51C
ENSG00000197275	RAD54B
ENSG00000101146	RAE1
ENSG00000006451	RALA
ENSG00000188559	RALGAPA2
ENSG00000116473	RAP1A
ENSG00000136237	RAPGEF5
ENSG00000165105	RASEF
ENSG00000138670	RASGEF1B
ENSG00000169435	RASSF6
ENSG00000162437	RAVER2
ENSG00000139687	RB1
ENSG00000023287	RB1CC1
ENSG00000101773	RBBP8
ENSG00000176731	RBIS
ENSG00000174718	RESF1
ENSG00000154153	RETREG1
ENSG00000133119	RFC3
ENSG00000163918	RFC4
ENSG00000135002	RFK
ENSG00000169629	RGPD8
ENSG00000106615	RHEB
ENSG00000164292	RHOBTB3
ENSG00000132541	RIDA
ENSG00000124784	RIOK1
ENSG00000101782	RIOK3
ENSG00000104312	RIPK2
ENSG00000141452	RMC1
ENSG00000115841	RMDN2
ENSG00000178966	RMI1
ENSG00000202198	RN7SK
ENSG00000258818	RNASE4
ENSG00000169413	RNASE6
ENSG00000136104	RNASEH2B
ENSG00000026297	RNASET2
ENSG00000124226	RNF114
ENSG00000101695	RNF125
ENSG00000170881	RNF139
ENSG00000120925	RNF170
ENSG00000121481	RNF2
ENSG00000105982	RNF32
ENSG00000108375	RNF43
ENSG00000127870	RNF6
ENSG00000206652	RNU1-1
ENSG00000222328	RNU2-2P
ENSG00000202538	RNU4-2
ENSG00000199568	RNU5A-1
ENSG00000200156	RNU5B-1
ENSG00000206585	RNVU1-9
ENSG00000134318	ROCK2
ENSG00000254929	RP11-144G6.12
ENSG00000164610	RP9
ENSG00000205763	RP9P
ENSG00000106399	RPA3
ENSG00000197498	RPF2
ENSG00000197958	RPL12
ENSG00000265681	RPL17
ENSG00000215472	RPL17-C18orf32
ENSG00000236058	RPL17P36
ENSG00000122026	RPL21
ENSG00000244582	RPL21P120
ENSG00000220842	RPL21P16
ENSG00000220749	RPL21P28
ENSG00000213860	RPL21P75
ENSG00000116251	RPL22
ENSG00000163584	RPL22L1
ENSG00000213178	RPL22P1
ENSG00000125691	RPL23
ENSG00000198242	RPL23A
ENSG00000234851	RPL23AP42
ENSG00000243721	RPL23AP63
ENSG00000240356	RPL23AP7
ENSG00000114391	RPL24
ENSG00000161970	RPL26
ENSG00000131469	RPL27
ENSG00000166441	RPL27A
ENSG00000162244	RPL29
ENSG00000156482	RPL30
ENSG00000109475	RPL34
ENSG00000172809	RPL38
ENSG00000235174	RPL39P3
ENSG00000232573	RPL3P4
ENSG00000256338	RPL41P2
ENSG00000229638	RPL4P4
ENSG00000089009	RPL6
ENSG00000147604	RPL7
ENSG00000244363	RPL7P23
ENSG00000137970	RPL7P9
ENSG00000163682	RPL9
ENSG00000237550	RPL9P9
ENSG00000124787	RPP40
ENSG00000112306	RPS12
ENSG00000110700	RPS13
ENSG00000231500	RPS18
ENSG00000171858	RPS21
ENSG00000186468	RPS23
ENSG00000138326	RPS24
ENSG00000197728	RPS26
ENSG00000234354	RPS26P47
ENSG00000212994	RPS26P6
ENSG00000145425	RPS3A
ENSG00000137154	RPS6
ENSG00000213326	RPS7P11
ENSG00000116954	RRAGC
ENSG00000133818	RRAS2
ENSG00000167325	RRM1
ENSG00000171848	RRM2
ENSG00000248124	RRN3P1
ENSG00000257122	RRN3P3
ENSG00000067533	RRP15
ENSG00000215695	RSC1A1
ENSG00000171490	RSL1D1
ENSG00000137876	RSL24D1
ENSG00000182010	RTKN2
ENSG00000102445	RUBCNL
ENSG00000182552	RWDD4
ENSG00000197747	S100A10
ENSG00000163191	S100A11
ENSG00000177570	SAMD12
ENSG00000150459	SAP18
ENSG00000133872	SARAF
ENSG00000156876	SASS6
ENSG00000119042	SATB2
ENSG00000246273	SBF2-AS1
ENSG00000109929	SC5D
ENSG00000238741	SCARNA7
ENSG00000254911	SCARNA9
ENSG00000143653	SCCPDH
ENSG00000099194	SCD
ENSG00000153130	SCOC
ENSG00000137575	SDCBP
ENSG00000167985	SDHAF2
ENSG00000196636	SDHAF3
ENSG00000166562	SEC11C
ENSG00000101310	SEC23B
ENSG00000106803	SEC61B
ENSG00000132432	SEC61G
ENSG00000008952	SEC62
ENSG00000250722	SELENOP
ENSG00000127922	SEM1
ENSG00000075223	SEMA3C
ENSG00000205572	SERF1B
ENSG00000111897	SERINC1
ENSG00000132824	SERINC3
ENSG00000164300	SERINC5
ENSG00000021355	SERPINB1
ENSG00000135919	SERPINE2
ENSG00000163536	SERPINI1
ENSG00000080546	SESN1
ENSG00000155542	SETD9
ENSG00000115128	SF3B6
ENSG00000183605	SFXN4
ENSG00000129810	SGO1
ENSG00000163535	SGO2
ENSG00000198478	SH3BGRL2
ENSG00000035115	SH3YL1
ENSG00000171241	SHCBP1
ENSG00000182628	SKA2
ENSG00000165480	SKA3
ENSG00000005020	SKAP2
ENSG00000136603	SKIL
ENSG00000253598	SLC10A5
ENSG00000110911	SLC11A2
ENSG00000064651	SLC12A2
ENSG00000155380	SLC16A1
ENSG00000165449	SLC16A9
ENSG00000146409	SLC18B1
ENSG00000117479	SLC19A2
ENSG00000115902	SLC1A4
ENSG00000146477	SLC22A3
ENSG00000004864	SLC25A13
ENSG00000085491	SLC25A24
ENSG00000171612	SLC25A33
ENSG00000155850	SLC26A2
ENSG00000091138	SLC26A3
ENSG00000140284	SLC27A2
ENSG00000014824	SLC30A9
ENSG00000164414	SLC35A1
ENSG00000117620	SLC35A3
ENSG00000130958	SLC35D2
ENSG00000110660	SLC35F2
ENSG00000134294	SLC38A2
ENSG00000196950	SLC39A10
ENSG00000141424	SLC39A6
ENSG00000138821	SLC39A8
ENSG00000136052	SLC41A2
ENSG00000143036	SLC44A3
ENSG00000139508	SLC46A3
ENSG00000186198	SLC51B
ENSG00000100170	SLC5A1
ENSG00000108576	SLC6A4
ENSG00000139514	SLC7A1
ENSG00000151012	SLC7A11
ENSG00000103257	SLC7A5
ENSG00000119705	SLIRP
ENSG00000181625	SLX1B
ENSG00000141646	SMAD4
ENSG00000136824	SMC2
ENSG00000113810	SMC4
ENSG00000205534	SMG1P2
ENSG00000254634	SMG1P6
ENSG00000116698	SMG7
ENSG00000176209	SMIM19
ENSG00000232388	SMIM26
ENSG00000172062	SMN1
ENSG00000205571	SMN2
ENSG00000172594	SMPDL3A
ENSG00000255717	SNHG1
ENSG00000242125	SNHG3
ENSG00000281398	SNHG4
ENSG00000269893	SNHG8
ENSG00000212464	SNORA12
ENSG00000206634	SNORA22
ENSG00000207344	SNORA22
ENSG00000201998	SNORA23
ENSG00000207051	SNORA27
ENSG00000271798	SNORA51
ENSG00000212443	SNORA53
ENSG00000200959	SNORA74A
ENSG00000206885	SNORA75
ENSG00000238622	SNORD97
ENSG00000131876	SNRPA1
ENSG00000125870	SNRPB2
ENSG00000167088	SNRPD1
ENSG00000100028	SNRPD3
ENSG00000182004	SNRPE
ENSG00000233270	SNRPEP4
ENSG00000139343	SNRPF
ENSG00000143977	SNRPG
ENSG00000172164	SNTB1
ENSG00000109762	SNX25
ENSG00000162627	SNX7
ENSG00000057252	SOAT1
ENSG00000142168	SOD1
ENSG00000171243	SOSTDC1
ENSG00000104450	SPAG1
ENSG00000076382	SPAG5
ENSG00000162814	SPATA17
ENSG00000152253	SPC25
ENSG00000114902	SPCS1
ENSG00000118363	SPCS2
ENSG00000228589	SPCS2P4
ENSG00000040275	SPDL1
ENSG00000144228	SPOPL
ENSG00000123178	SPRYD7
ENSG00000104549	SQLE
ENSG00000128039	SRD5A3
ENSG00000153006	SREK1IP1
ENSG00000075142	SRI
ENSG00000140319	SRP14
ENSG00000100883	SRP54
ENSG00000180581	SRP9P1
ENSG00000096063	SRPK1
ENSG00000271303	SRXN1
ENSG00000138385	SSB
ENSG00000117155	SSX2IP
ENSG00000100380	ST13
ENSG00000180953	ST20
ENSG00000073849	ST6GAL1
ENSG00000138134	STAMBPL1
ENSG00000164211	STARD4
ENSG00000172345	STARD5
ENSG00000113739	STC2
ENSG00000123473	STIL
ENSG00000081320	STK17B
ENSG00000112079	STK38
ENSG00000211455	STK38L
ENSG00000198648	STK39
ENSG00000117632	STMN1
ENSG00000165730	STOX1
ENSG00000082146	STRADB
ENSG00000023734	STRAP
ENSG00000165209	STRBP
ENSG00000134910	STT3A
ENSG00000163527	STT3B
ENSG00000178750	STX19
ENSG00000166900	STX3
ENSG00000113387	SUB1
ENSG00000136143	SUCLA2
ENSG00000172340	SUCLG2
ENSG00000094975	SUCO
ENSG00000165416	SUGT1
ENSG00000239827	SUGT1P3
ENSG00000116030	SUMO1
ENSG00000188612	SUMO2
ENSG00000178691	SUZ12
ENSG00000117614	SYF2
ENSG00000165025	SYK
ENSG00000137501	SYTL2
ENSG00000120656	TAF12
ENSG00000130699	TAF4
ENSG00000141384	TAF4B
ENSG00000212125	TAS2R15P
ENSG00000256436	TAS2R31
ENSG00000255374	TAS2R43
ENSG00000256274	TAS2R64P
ENSG00000147687	TATDN1
ENSG00000106052	TAX1BP1
ENSG00000132405	TBC1D14
ENSG00000111490	TBC1D30
ENSG00000136111	TBC1D4
ENSG00000171530	TBCA
ENSG00000285053	TBCE
ENSG00000028839	TBPL1
ENSG00000165929	TC2N
ENSG00000241186	TDGF1
ENSG00000111802	TDP2
ENSG00000270141	TERC
ENSG00000132749	TESMIN
ENSG00000151575	TEX9
ENSG00000108064	TFAM
ENSG00000198176	TFDP1
ENSG00000072274	TFRC
ENSG00000088451	TGDS
ENSG00000259399	TGIF2-RAB5IF
ENSG00000137574	TGS1
ENSG00000137492	THAP12
ENSG00000185875	THNSL1
ENSG00000163634	THOC7
ENSG00000284491	THSD8
ENSG00000265354	TIMM23
ENSG00000100575	TIMM9
ENSG00000075131	TIPIN
ENSG00000152078	TLCD4
ENSG00000271092	TLCD4-RWDD3
ENSG00000101342	TLDC2
ENSG00000169490	TM2D2
ENSG00000125304	TM9SF2
ENSG00000101337	TM9SF4
ENSG00000170537	TMC7
ENSG00000117500	TMED5
ENSG00000106460	TMEM106B
ENSG00000134291	TMEM106C
ENSG00000139173	TMEM117
ENSG00000152558	TMEM123
ENSG00000171202	TMEM126A
ENSG00000164124	TMEM144
ENSG00000096092	TMEM14A
ENSG00000174695	TMEM167A
ENSG00000224831	TMEM183B
ENSG00000139291	TMEM19
ENSG00000155755	TMEM237
ENSG00000135185	TMEM243
ENSG00000109133	TMEM33
ENSG00000095209	TMEM38B
ENSG00000116209	TMEM59
ENSG00000164983	TMEM65
ENSG00000164953	TMEM67
ENSG00000167904	TMEM68
ENSG00000175606	TMEM70
ENSG00000153214	TMEM87B
ENSG00000109084	TMEM97
ENSG00000125247	TMTC4
ENSG00000121858	TNFSF10
ENSG00000141232	TOB1
ENSG00000141198	TOM1L1
ENSG00000025772	TOMM34
ENSG00000175768	TOMM5
ENSG00000196683	TOMM7
ENSG00000131747	TOP2A
ENSG00000103460	TOX3
ENSG00000172315	TP53RK
ENSG00000076554	TPD52
ENSG00000111907	TPD52L1
ENSG00000137364	TPMT
ENSG00000144034	TPRKB
ENSG00000133112	TPT1
ENSG00000088325	TPX2
ENSG00000067167	TRAM1
ENSG00000122779	TRIM24
ENSG00000152503	TRIM36
ENSG00000248167	TRIM39-RPP21
ENSG00000071539	TRIP13
ENSG00000205133	TRIQK
ENSG00000066651	TRMT11
ENSG00000121486	TRMT1L
ENSG00000089195	TRMT6
ENSG00000154743	TSEN2
ENSG00000135951	TSGA10
ENSG00000106025	TSPAN12
ENSG00000140391	TSPAN3
ENSG00000168785	TSPAN5
ENSG00000127324	TSPAN8
ENSG00000101407	TTI1
ENSG00000112742	TTK
ENSG00000137561	TTPA
ENSG00000143367	TUFT1
ENSG00000253352	TUG1
ENSG00000171928	TVP23B
ENSG00000151239	TWF1
ENSG00000105849	TWISTNB
ENSG00000136810	TXN
ENSG00000087301	TXNDC16
ENSG00000129235	TXNDC17
ENSG00000091164	TXNL1
ENSG00000197763	TXNRD3
ENSG00000176890	TYMS
ENSG00000162623	TYW3
ENSG00000126261	UBA2
ENSG00000175063	UBE2C
ENSG00000131508	UBE2D2
ENSG00000185651	UBE2L3
ENSG00000140367	UBE2Q2
ENSG00000077152	UBE2T
ENSG00000244687	UBE2V1
ENSG00000104343	UBE2W
ENSG00000122042	UBL3
ENSG00000104691	UBXN8
ENSG00000118939	UCHL3
ENSG00000116750	UCHL5
ENSG00000120686	UFM1
ENSG00000109814	UGDH
ENSG00000102595	UGGT2
ENSG00000174607	UGT8
ENSG00000111647	UHRF1BP1L
ENSG00000076248	UNG
ENSG00000156467	UQCRB
ENSG00000173660	UQCRH
ENSG00000162607	USP1
ENSG00000152484	USP12
ENSG00000145390	USP53
ENSG00000117533	VAMP4
ENSG00000101558	VAPA
ENSG00000134215	VAV3
ENSG00000213585	VDAC1
ENSG00000165637	VDAC2
ENSG00000078668	VDAC3
ENSG00000112715	VEGFA
ENSG00000122958	VPS26A
ENSG00000100749	VRK1
ENSG00000163032	VSNL1
ENSG00000234769	WASH4P
ENSG00000120860	WASHC3
ENSG00000198554	WDHD1
ENSG00000196981	WDR5B
ENSG00000092470	WDR76
ENSG00000156795	WDYHV1
ENSG00000166483	WEE1
ENSG00000100219	XBP1
ENSG00000221947	XKR9
ENSG00000132953	XPO4
ENSG00000184575	XPOT
ENSG00000088930	XRN2
ENSG00000093217	XYLB
ENSG00000241127	YAE1
ENSG00000182362	YBEY
ENSG00000166913	YWHAB
ENSG00000285531	Z83840.2
ENSG00000257315	ZBED6
ENSG00000205189	ZBTB10
ENSG00000177311	ZBTB38
ENSG00000155329	ZCCHC10
ENSG00000139168	ZCRB1
ENSG00000177054	ZDHHC13
ENSG00000180776	ZDHHC20
ENSG00000184307	ZDHHC23
ENSG00000136247	ZDHHC4
ENSG00000104231	ZFAND1
ENSG00000178381	ZFAND2A
ENSG00000177410	ZFAS1
ENSG00000197020	ZNF100
ENSG00000197279	ZNF165
ENSG00000149054	ZNF215
ENSG00000171940	ZNF217
ENSG00000167840	ZNF232
ENSG00000196793	ZNF239
ENSG00000196922	ZNF252P
ENSG00000256771	ZNF253
ENSG00000254004	ZNF260
ENSG00000185947	ZNF267
ENSG00000198839	ZNF277
ENSG00000198538	ZNF28
ENSG00000275004	ZNF280B
ENSG00000213801	ZNF321P
ENSG00000181315	ZNF322
ENSG00000188801	ZNF322P1
ENSG00000189180	ZNF33A
ENSG00000196693	ZNF33B
ENSG00000204604	ZNF468
ENSG00000198464	ZNF480
ENSG00000171970	ZNF57
ENSG00000198466	ZNF587
ENSG00000189190	ZNF600
ENSG00000198182	ZNF607
ENSG00000213020	ZNF611
ENSG00000213297	ZNF625-ZNF20
ENSG00000179195	ZNF664
ENSG00000171161	ZNF672
ENSG00000197372	ZNF675
ENSG00000181450	ZNF678
ENSG00000173041	ZNF680
ENSG00000197472	ZNF695
ENSG00000120963	ZNF706
ENSG00000242852	ZNF709
ENSG00000160352	ZNF714
ENSG00000227124	ZNF717
ENSG00000196081	ZNF724
ENSG00000160336	ZNF761
ENSG00000196417	ZNF765
ENSG00000198146	ZNF770
ENSG00000180257	ZNF816
ENSG00000221874	ZNF816-ZNF321P
ENSG00000197933	ZNF823
ENSG00000198040	ZNF84
ENSG00000197385	ZNF860
ENSG00000213793	ZNF888
ENSG00000167232	ZNF91
ENSG00000146757	ZNF92
ENSG00000196812	ZSCAN16
ENSG00000174442	ZWILCH
